"Winner","Race","Loser","Race","Map","Date","Prize","Double Chance","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Radeon","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Litmus","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Dominator","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","KnockOut","2025-08-21","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Dominator","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Litmus","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Radeon","2025-08-21","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Metropolis","2025-08-21","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조기석","T","박상현","Z","Pole Star","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Radeon","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","KnockOut","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Dominator","2025-08-29","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조기석","T","박상현","Z","Litmus","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Dominator","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","박상현","Z","Pole Star","2025-08-29","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Radeon","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","KnockOut","2025-08-29","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Radeon","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Pole Star","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Dominator","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","KnockOut","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Metropolis","2025-09-03","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","Pole Star","2025-09-03","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"정영재","T","박상현","Z","Dominator","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","정영재","T","KnockOut","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"정영재","T","박상현","Z","Radeon","2025-09-03","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Litmus","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Metropolis","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","임홍규","Z","Dominator","2025-09-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Radeon","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","KnockOut","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Metropolis","2025-09-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Dominator","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Radeon","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","변현제","P","Litmus","2025-09-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Pole Star","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","KnockOut","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Metropolis","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Dominator","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Litmus","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Pole Star","2025-09-17","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Dominator","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Metropolis","2025-09-17","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","KnockOut","2025-09-17","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김지성","T","Radeon","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김지성","T","Roaring Currents","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","KnockOut","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","Metropolis","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","Dominator","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","Metropolis","2025-09-24","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","Radeon","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","김지성","T","Dominator","2025-09-24","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","김명운","Z","KnockOut","2025-09-24","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Radeon","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김정우","Z","김지성","T","Metropolis","2025-10-01","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Pole Star","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김정우","Z","김지성","T","KnockOut","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Dominator","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Metropolis","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Pole Star","2025-10-01","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김정우","Z","김지성","T","KnockOut","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","김정우","Z","Dominator","2025-10-01","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","도재욱","P","Radeon","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김지성","T","Dominator","2025-10-10","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김지성","T","Metropolis","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김지성","T","Pole Star","2025-10-10","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"도재욱","P","김지성","T","Litmus","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","도재욱","P","Radeon","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","도재욱","P","Dominator","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","도재욱","P","Litmus","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","도재욱","P","Metropolis","2025-10-10","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","김지성","T","Pole Star","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Metropolis","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Dominator","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Radeon","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","김지성","T","KnockOut","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Pole Star","2025-10-16","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Metropolis","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"임홍규","Z","김지성","T","Dominator","2025-10-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","임홍규","Z","Radeon","2025-10-16","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조일장","Z","김지성","T","Radeon","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","조일장","Z","Pole Star","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","조일장","Z","Dominator","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조일장","Z","김지성","T","Metropolis","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조일장","Z","김지성","T","KnockOut","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","조일장","Z","Pole Star","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","조일장","Z","Dominator","2025-10-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","조일장","Z","Metropolis","2025-10-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조일장","Z","김지성","T","Radeon","2025-10-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Dominator","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Radeon","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","KnockOut","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Litmus","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Metropolis","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Dominator","2025-10-28","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Metropolis","2025-10-28","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김지성","T","장윤철","P","Radeon","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김지성","T","Litmus","2025-10-28","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Dominator","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Metropolis","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Roaring Currents","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Pole Star","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Radeon","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Roaring Currents","2025-11-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Metropolis","2025-11-20","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김명운","Z","Dominator","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김명운","Z","장윤철","P","Pole Star","2025-11-20","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Pole Star","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Dominator","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Litmus","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Radeon","2025-11-25","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","KnockOut","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","Litmus","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Pole Star","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","이재호","T","KnockOut","2025-11-25","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","장윤철","P","Radeon","2025-11-25","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Radeon","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Metropolis","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Dominator","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","KnockOut","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Litmus","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","Radeon","2025-11-27","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Dominator","2025-11-27","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"장윤철","P","김성대","Z","Metropolis","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","장윤철","P","KnockOut","2025-11-27","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","유영진","T","Metropolis","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","김성대","Z","Dominator","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","유영진","T","Radeon","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","김성대","Z","KnockOut","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","유영진","T","Litmus","2025-12-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","김성대","Z","Dominator","2025-12-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","김성대","Z","Litmus","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김성대","Z","유영진","T","Metropolis","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","김성대","Z","Radeon","2025-12-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","Pole Star","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","KnockOut","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","Radeon","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","Dominator","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","변현제","P","Litmus","2025-12-16","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","변현제","P","Dominator","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","Litmus","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","변현제","P","Pole Star","2025-12-16","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"변현제","P","유영진","T","Radeon","2025-12-16","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Radeon","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Litmus","2025-12-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Metropolis","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","KnockOut","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Dominator","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Litmus","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","박상현","Z","Metropolis","2025-12-23","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Dominator","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","변현제","P","Radeon","2025-12-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Pole Star","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Radeon","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","KnockOut","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Metropolis","2025-12-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Dominator","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Pole Star","2025-12-30","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","Dominator","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","김지성","T","KnockOut","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"김지성","T","박상현","Z","Metropolis","2025-12-30","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Metropolis","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Radeon","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","Litmus","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Pole Star","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","KnockOut","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Litmus","2026-01-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Metropolis","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"도재욱","P","박상현","Z","KnockOut","2026-01-05","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","도재욱","P","Pole Star","2026-01-05","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Pole Star","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Metropolis","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Radeon","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Dominator","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Roaring Currents","2026-01-12","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Pole Star","2026-01-12","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","유영진","T","Radeon","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Metropolis","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"유영진","T","박상현","Z","Dominator","2026-01-12","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이영웅","T","Pole Star","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이영웅","T","박상현","Z","Metropolis","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이영웅","T","Litmus","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이영웅","T","박상현","Z","Radeon","2026-01-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이영웅","T","KnockOut","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이영웅","T","Pole Star","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이영웅","T","박상현","Z","Metropolis","2026-01-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이영웅","T","Radeon","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이영웅","T","박상현","Z","Litmus","2026-01-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","조기석","T","Metropolis","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","Radeon","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","조기석","T","Dominator","2026-01-26","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","KnockOut","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","Litmus","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","Litmus","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","Dominator","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"송병구","P","조기석","T","Metropolis","2026-01-26","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"조기석","T","송병구","P","KnockOut","2026-01-26","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Radeon","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","KnockOut","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Metropolis","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Dominator","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"조기석","T","박상현","Z","Litmus","2026-02-02","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Radeon","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","KnockOut","2026-02-02","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Metropolis","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","조기석","T","Dominator","2026-02-02","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","MatchPoint","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Neo Sylphid","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Pole Star","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","KnockOut","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"장윤철","P","박상현","Z","Octagon","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Pole Star","2026-02-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","MatchPoint","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Neo Sylphid","2026-02-09","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","장윤철","P","Octagon","2026-02-09","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Attitude","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Pole Star","2026-02-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Octagon","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"박상현","Z","이재호","T","Neo Sylphid","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","MatchPoint","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Neo Sylphid","2026-02-19","￦100,000","￦100,000","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Octagon","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","MatchPoint","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"이재호","T","박상현","Z","Attitude","2026-02-19","￦100,000","","","","","","","","","","","","","","","","","","","",""
"변현제","P","이재호","T","Neo Sylphid","2026-02-23","￦100,000","","","","","","","","","","","","","","","","","","","",""
